GeneID	GeneSymbol	Chromosome	Start	End	Class	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
8265	ENSG00000180228.14	PRKRA	chr2	178431292	178451512	protein_coding	-	20220	509.43582337277	-0.127364639090612	0.124785517499218	-1.02066843687537	0.307411553333857	0.735908161224389
948	ENSG00000079150.19	FKBP7	chr2	178463664	178478600	protein_coding	-	14936	40.6452752727673	-0.417434659878083	0.243418312260127	-1.71488601659515	0.0863661268786625	NA
2870	ENSG00000116095.11	PLEKHA3	chr2	178480457	178516463	protein_coding	+	36006	584.136947843983	-0.123309728168378	0.102682999993821	-1.20087773220298	0.229798633240828	0.674773191687024
10309	ENSG00000237298.11	TTN-AS1	chr2	178521183	178779963	lncRNA	+	258780	722.66434167345	0.0099203462379581	0.102268639160885	0.0970028184529943	0.922724156205263	0.985487904493657
8807	ENSG00000187231.14	SESTD1	chr2	179101678	179264832	protein_coding	-	163154	265.409807416546	0.352528959522393	0.108905329081488	3.23702212275226	0.00120784047824903	0.0400289314859711
6534	ENSG00000163510.14	CWC22	chr2	179944876	180007297	protein_coding	-	62421	2334.22997657574	0.0619694602401022	0.078446353420893	0.789959730920999	0.42955128614788	0.816026079612409
11451	ENSG00000281131.1	SCHLAP1	chr2	180692104	180916939	lncRNA	+	224835	31.0155180689497	0.00593823068672325	0.252596305969918	0.0235087788157537	0.981244435938879	NA
7420	ENSG00000170035.16	UBE2E3	chr2	180967248	181076585	protein_coding	+	109337	2795.47981273879	0.0777615720398657	0.160861820754544	0.483406016885266	0.628807476807674	0.912590046066122
10213	ENSG00000234663.7	LINC01934	chr2	181086076	181409321	lncRNA	+	323245	19.7536739921084	0.121167708211133	0.635131306722441	0.190775839466035	0.848701218327573	NA
2775	ENSG00000115232.14	ITGA4	chr2	181457202	181538940	protein_coding	+	81738	1149.23275683121	-0.309490648609627	0.148468623949599	-2.08455254973395	0.0371099354621594	0.308868195724434
10966	ENSG00000260742.1	ITPRID2-DT	chr2	181887851	181891663	lncRNA	-	3812	16.8095425459037	0.126677017524319	0.390466240113651	0.32442501940103	0.745616280454888	NA
4693	ENSG00000138434.17	ITPRID2	chr2	181891730	181930738	protein_coding	+	39008	1397.28729851416	-0.0383634095160327	0.0863091976523351	-0.444488079596865	0.656689745301817	0.921516544722561
905	ENSG00000077232.19	DNAJC10	chr2	182716255	182794464	protein_coding	+	78209	1101.79824230986	-0.1657799917995	0.0623062247065899	-2.66072920611359	0.00779716376932107	0.132515433664615
541	ENSG00000061676.16	NCKAP1	chr2	182909115	183038858	protein_coding	-	129743	6401.92355850733	0.0891311856101356	0.139651583851385	0.638239704499075	0.52331765495898	0.864864068353507
6473	ENSG00000162999.13	DUSP19	chr2	183078559	183100008	protein_coding	+	21449	36.5582732527755	0.0934284863463787	0.319228585369932	0.292669549746339	0.769774747009088	NA
6475	ENSG00000163002.13	NUP35	chr2	183117513	183161680	protein_coding	+	44167	2302.53449100978	-0.130187623550964	0.0617102187853918	-2.10966070309546	0.0348875916218339	0.301380841842169
11276	ENSG00000272800.3	ENSG00000272800	chr2	183178806	183215414	lncRNA	+	36608	606.744458637448	-0.0350621916728225	0.13943022906566	-0.251467647351501	0.801452572360656	0.956716878141958
11656	ENSG00000287621.1	ENSG00000287621	chr2	183253652	183495501	lncRNA	+	241849	242.624374131027	-0.0192086140332288	0.140259861725991	-0.136950185155283	0.89107017048511	0.979470711057619
11619	ENSG00000286980.1	ENSG00000286980	chr2	184204372	184382869	lncRNA	+	178497	239.544302060224	0.236775330666887	0.95477275764993	0.247991292974973	0.804141143621743	0.956716878141958
10097	ENSG00000231646.6	FSIP2-AS1	chr2	185652374	185800151	lncRNA	-	147777	61.1695239624315	0.306367105070898	0.666785148700021	0.459468999374383	0.645897408973624	NA
10332	ENSG00000237877.8	LINC01473	chr2	186032884	186486005	lncRNA	-	453121	970.927945227884	0.100777641047132	0.10113775903736	0.996439331920585	0.319036730517594	0.745137282795235
611	ENSG00000065548.18	ZC3H15	chr2	186486253	186509361	protein_coding	+	23108	2002.64980285671	-0.143210895379384	0.0992258420373626	-1.44328223816391	0.148940981186942	0.568251540467816
4697	ENSG00000138448.13	ITGAV	chr2	186590010	186680901	protein_coding	+	90891	1636.92177164339	0.152086086009947	0.155840321746813	0.975909728016566	0.329109200928857	0.751734080191822
9795	ENSG00000224063.6	CALCRL-AS1	chr2	187003220	187556288	lncRNA	+	553068	2685.56661158402	0.0591250524935529	0.238870370314371	0.247519407349434	0.804506273791446	0.956716878141958
23	ENSG00000003436.16	TFPI	chr2	187464230	187565760	protein_coding	-	101530	1612.41407312674	0.0859544234528278	0.0858195471265401	1.00157162710366	0.316550530035309	0.742351210835459
10098	ENSG00000231689.3	LINC01090	chr2	187712816	188384365	lncRNA	-	671549	3539.78451293164	0.131498526933456	0.0994252378763175	1.32258699845442	0.185972760284679	0.619144929331323
5230	ENSG00000144366.17	GULP1	chr2	188291669	188595931	protein_coding	+	304262	3955.88507573143	0.106616843355469	0.125067629165646	0.852473530255065	0.39395132426822	0.798021622397929
9472	ENSG00000204262.14	COL5A2	chr2	189031898	189225312	protein_coding	-	193414	71.3099044701054	-0.199175582318663	0.262830275015832	-0.757810652926742	0.448564344037456	NA
11714	ENSG00000288866.1	ENSG00000288866	chr2	189439780	189441126	lncRNA	-	1346	17.4429229727297	0.569064716513826	0.426691211786309	1.33366870653717	0.182312454877804	NA
2796	ENSG00000115368.10	WDR75	chr2	189441446	189475552	protein_coding	+	34106	2349.31794666367	-0.243076116834388	0.0886799798017261	-2.74104840097919	0.0061243485131775	0.113386502494163
4698	ENSG00000138449.11	SLC40A1	chr2	189560590	189583758	protein_coding	-	23168	1841.75299142841	-0.159680826731556	0.109766071891474	-1.45473755214118	0.145741932287382	0.562328528590628
4683	ENSG00000138381.10	ASNSD1	chr2	189661385	189670831	protein_coding	+	9446	70.0888938284179	-0.0362730570052959	0.201873234622021	-0.179682349040535	0.857401951327915	NA
5718	ENSG00000151687.15	ANKAR	chr2	189674290	189761193	protein_coding	+	86903	371.094320561845	-0.0182194004619712	0.0998009249671393	-0.182557430885236	0.855145288158462	0.969190194713089
3766	ENSG00000128694.12	OSGEPL1	chr2	189746660	189763227	protein_coding	-	16567	93.2504654281348	0.0341530243509646	0.162303947077857	0.210426332605339	0.833334942267331	NA
10683	ENSG00000253559.1	OSGEPL1-AS1	chr2	189762704	189765556	lncRNA	+	2852	20.5119030786064	0.00273864944614334	0.354307732234532	0.00772957854707644	0.99383275002765	NA
3767	ENSG00000128699.14	ORMDL1	chr2	189770267	189784364	protein_coding	-	14097	355.470250959841	-0.0651135595957069	0.148139250878298	-0.439542924712103	0.660268186411992	0.923286411033724
585	ENSG00000064933.19	PMS1	chr2	189784085	189877629	protein_coding	+	93544	2031.32075436549	-0.177103431201761	0.0974416376406158	-1.81753340245526	0.0691354785362581	0.412155988559164
8829	ENSG00000187699.10	C2orf88	chr2	189879609	190203484	protein_coding	+	323875	1188.93806212472	0.284818089676988	0.125397812105957	2.2713162605766	0.023127839572497	0.245451351270853
9253	ENSG00000198130.16	HIBCH	chr2	190189735	190344193	protein_coding	-	154458	2665.20522136959	0.0835190019708294	0.088413115917959	0.944644933092609	0.344840179112516	0.764820295590436
5719	ENSG00000151689.13	INPP1	chr2	190343570	190371665	protein_coding	+	28095	256.834510652745	0.12999253950477	0.122274093094444	1.0631241354157	0.287725660532331	0.722915709660153
5720	ENSG00000151690.15	MFSD6	chr2	190408355	190509205	protein_coding	+	100850	410.041941538977	0.236077028723668	0.184034207676473	1.28278884509713	0.199566063239683	0.637053753895947
8954	ENSG00000189362.12	NEMP2	chr2	190504338	190534722	protein_coding	-	30384	413.675825661467	0.0875597048965849	0.0874207697357258	1.00158926947542	0.316542005654011	0.742351210835459
10171	ENSG00000233654.2	NEMP2-DT	chr2	190534855	190569776	lncRNA	+	34921	167.479065961738	0.333820997758556	0.19286406454217	1.73086157108115	0.0834764570990458	0.450500998304325
11488	ENSG00000284052.1	ENSG00000284052	chr2	190607660	190649840	lncRNA	-	42180	21.7457435274304	0.129160633959857	0.372042383320839	0.347166451324639	0.728466273206991	NA
4686	ENSG00000138386.17	NAB1	chr2	190646746	190692766	protein_coding	+	46020	1463.01545724689	0.138185374641411	0.096945395163935	1.42539389733508	0.154043371140578	0.576002067817326
2800	ENSG00000115419.14	GLS	chr2	190880821	190965552	protein_coding	+	84731	2877.59879966354	-0.134333909408643	0.0686333298113061	-1.95726930017775	0.0503158149012225	0.359099342141953
2799	ENSG00000115415.21	STAT1	chr2	190908460	191020960	protein_coding	-	112500	1246.12593621372	-0.199972798039592	0.107852217611829	-1.85413710044715	0.0637195480764945	0.396006287106213
11720	ENSG00000288900.1	ENSG00000288900	chr2	191677213	191677863	lncRNA	-	650	30.0049273862551	0.28060099697987	0.336611931258173	0.833603835523751	0.404504263558161	NA
7764	ENSG00000173559.15	NABP1	chr2	191678068	191741097	protein_coding	+	63029	2105.65367734071	0.0896963574366862	0.111703167854301	0.802988484209159	0.421981390626065	0.812184164052495
9089	ENSG00000196950.14	SLC39A10	chr2	195575977	195737702	protein_coding	+	161725	2044.59942016699	-0.0926907922070571	0.104235972184835	-0.889239964517185	0.373874128797016	0.788041008666879
3082	ENSG00000118997.14	DNAH7	chr2	195737703	196068837	protein_coding	-	331134	38.6205352274729	0.0546657046936377	0.357377203932095	0.152963602860424	0.878426978160466	NA
996	ENSG00000081320.11	STK17B	chr2	196133583	196176503	protein_coding	-	42920	1349.06749318606	0.160227429743586	0.0698084341749487	2.29524457377221	0.0217191120390242	0.238218046405761
4689	ENSG00000138411.13	HECW2	chr2	196189099	196593684	protein_coding	-	404585	262.432854230391	-0.219775627801737	0.432165395953716	-0.508545177053637	0.611071064966691	0.910231808766054
5232	ENSG00000144395.18	CCDC150	chr2	196639554	196763490	protein_coding	+	123936	1904.6072482766	0.057899153095541	0.0735432188320676	0.78728064959668	0.431117594650196	0.817710297241045
3085	ENSG00000119041.11	GTF3C3	chr2	196763035	196799725	protein_coding	-	36690	1104.00925020324	0.00120421709642188	0.0929778719957398	0.0129516525875862	0.989666365267408	0.999492505987154
9117	ENSG00000197121.15	PGAP1	chr2	196833004	196927796	protein_coding	-	94792	165.132979184718	0.173456690363368	0.200675914493924	0.864362276862179	0.387388908853672	0.792940071435184
604	ENSG00000065413.20	ANKRD44	chr2	196967017	197311173	protein_coding	-	344156	792.051683569844	0.244844805391891	0.780370330805692	0.31375463126475	0.753707404541549	0.950274305323361
2813	ENSG00000115524.17	SF3B1	chr2	197388515	197435079	protein_coding	-	46564	3278.01505299722	0.0232728975850782	0.0639588343859994	0.363873072555128	0.715952793262344	0.93919408379345
2812	ENSG00000115520.9	COQ10B	chr2	197453493	197475310	protein_coding	+	21817	489.142890255849	0.0291002665086662	0.0847409704795184	0.343402563647765	0.73129563115308	0.944064312486545
5231	ENSG00000144381.18	HSPD1	chr2	197486584	197516737	protein_coding	-	30153	1953.18674814012	-0.271144865204235	0.137528716399552	-1.97155090444164	0.0486608964848397	0.353373103855544
11207	ENSG00000270757.1	HSPE1-MOB4	chr2	197500413	197550726	protein_coding	+	50313	66.3467270280961	-0.411806622610605	0.246384619463638	-1.67139744155735	0.0946432009375879	NA
2817	ENSG00000115540.15	MOB4	chr2	197515571	197553699	protein_coding	+	38128	61.5476038445553	0.230699225232329	0.188371784442839	1.22470159697582	0.220687672218832	NA
9760	ENSG00000222017.1	ENSG00000222017	chr2	197693106	197774823	lncRNA	+	81717	140.206386612288	-0.423229893901247	0.152448967368202	-2.77620702329221	0.00549971768895424	NA
2850	ENSG00000115896.17	PLCL1	chr2	197804593	198572581	protein_coding	+	767988	6546.1107509853	-0.348976186403776	0.18852781679579	-1.85105939449658	0.0641610088867895	0.396006287106213
3086	ENSG00000119042.18	SATB2	chr2	199269505	199471266	protein_coding	-	201761	10739.1119677663	-0.0721166817816585	0.0785353011425857	-0.918270901523967	0.35847705734364	0.77356274140471
9877	ENSG00000225953.5	SATB2-AS1	chr2	199457689	199476935	lncRNA	+	19246	75.2278039908291	0.0512843475404158	0.199020236703679	0.257684084743468	0.796650729940283	NA
9885	ENSG00000226124.10	FTCDNL1	chr2	199760544	199851192	protein_coding	-	90648	112.58447902791	-0.19936960176915	0.168949751333969	-1.18005264994471	0.237979275296393	NA
10135	ENSG00000232732.11	ENSG00000232732	chr2	199867396	199911159	lncRNA	-	43763	24.9467861284408	-0.0635811791969759	0.304101155189983	-0.209079045284305	0.834386532639982	NA
8127	ENSG00000178074.6	C2orf69	chr2	199911293	199955935	protein_coding	+	44642	687.991778206179	-0.0511172124260267	0.0668745831580765	-0.764374296063977	0.444644221864736	0.825399334128934
6468	ENSG00000162971.11	TYW5	chr2	199928913	199955736	protein_coding	-	26823	748.276698067883	-0.0386862418800941	0.0932340229457577	-0.414936958181042	0.678188053611291	0.927084973180395
6469	ENSG00000162972.11	MAIP1	chr2	199955317	200008540	protein_coding	+	53223	431.838956848575	-0.122511957331593	0.122889357030416	-0.996928947242115	0.318798999695281	0.745137282795235
8967	ENSG00000196141.14	SPATS2L	chr2	200305881	200482264	protein_coding	+	176383	1891.59841199357	0.0119702616143267	0.249174549210089	0.0480396639715966	0.961684631804684	0.995689101176931
5955	ENSG00000155729.13	KCTD18	chr2	200488958	200519784	protein_coding	-	30826	135.113059520689	0.176841548040924	0.152093476451771	1.16271619379416	0.244944669140754	NA
6543	ENSG00000163535.18	SGO2	chr2	200510008	200584096	protein_coding	+	74088	1148.43334704354	0.211099440922731	0.0895658391066706	2.35691914493558	0.0184272586496831	0.218709189253699
1007	ENSG00000082153.18	BZW1	chr2	200810594	200827338	protein_coding	+	16744	655.366857090467	-0.149966891385585	0.137717581429648	-1.08894514286975	0.276178077398848	0.713422188274529
211	ENSG00000013441.17	CLK1	chr2	200853009	200864691	protein_coding	-	11682	868.70696718131	0.0192824066980735	0.109448297061996	0.176178224930729	0.860153927193697	0.970802211016911
10370	ENSG00000240344.10	PPIL3	chr2	200870907	200889303	protein_coding	-	18396	532.105617140568	0.0610879661425349	0.0818172385728959	0.746639304968818	0.455281316070724	0.830071536752101
8991	ENSG00000196290.17	NIF3L1	chr2	200889327	200903938	protein_coding	+	14611	377.455873028569	0.113934402689703	0.106063692763134	1.07420739106403	0.282729740494772	0.719004139699281
2855	ENSG00000115942.9	ORC2	chr2	200908977	200963680	protein_coding	-	54703	1957.42771680459	-0.0463387450206015	0.0638132055117597	-0.726162314664823	0.46773927145779	0.837908360736792
8466	ENSG00000183308.6	ENSG00000183308	chr2	200963263	201009102	lncRNA	+	45839	192.271658904577	-0.188798020452089	0.119894656284909	-1.5746992093079	0.115325890426603	0.517122427490998
5956	ENSG00000155744.10	HYCC2	chr2	200973718	201071671	protein_coding	-	97953	3799.50249951636	-0.0116631565706876	0.0605310683080318	-0.19268050105007	0.847209195199959	0.96731545419595
3084	ENSG00000119013.10	NDUFB3	chr2	201071433	201085750	protein_coding	+	14317	216.731584419197	-0.0230526192278123	0.124914021378082	-0.184547891209412	0.853583660530174	0.969190194713089
22	ENSG00000003402.21	CFLAR	chr2	201116154	201176687	protein_coding	+	60533	2276.76389031238	-0.0591361359587165	0.104424113089311	-0.566307284871446	0.57118490908408	0.892711056845129
21	ENSG00000003400.16	CASP10	chr2	201182872	201229428	protein_coding	+	46556	561.250297858911	0.174106951047471	0.0921267917229102	1.88986230597428	0.0587763779765577	0.384339526302316
565	ENSG00000064012.24	CASP8	chr2	201233443	201361836	protein_coding	+	128393	929.698442550989	-0.0676641893616256	0.109607950971853	-0.617329206154044	0.537017606473479	0.872853770592532
5957	ENSG00000155749.13	FLACC1	chr2	201288271	201357398	protein_coding	-	69127	40.029670641803	0.312426805013985	0.279223500538562	1.11891300127454	0.263177255856525	NA
2862	ENSG00000115993.13	TRAK2	chr2	201377207	201451500	protein_coding	-	74293	842.319888793485	0.216384770545569	0.127055545820005	1.70307222049255	0.0885545538591618	0.463164456375286
1006	ENSG00000082146.13	STRADB	chr2	201387858	201480846	protein_coding	+	92988	170.490317509486	0.124122412024593	0.151205849059936	0.820883668166778	0.411712534592801	0.806006274656434
5958	ENSG00000155755.20	TMEM237	chr2	201620184	201643570	protein_coding	-	23386	226.841335458097	-0.0937338375872751	0.192252521149394	-0.487555830357289	0.625864488129919	0.911612565604732
20	ENSG00000003393.16	ALS2	chr2	201700267	201782112	protein_coding	-	81845	1152.49620775275	0.126027307344787	0.0971874133243499	1.29674515489148	0.194718887100982	0.63238102710613
5959	ENSG00000155760.3	FZD7	chr2	202033855	202038441	protein_coding	+	4586	10.2680116376834	-0.244545374999697	0.494157361133575	-0.494873484103768	0.620689428897483	NA
2867	ENSG00000116030.17	SUMO1	chr2	202206182	202238599	protein_coding	-	32417	835.574318841678	0.00556073613850663	0.103654326735505	0.0536469273752169	0.957216467679535	0.993853365709382
481	ENSG00000055044.11	NOP58	chr2	202265736	202303661	protein_coding	+	37925	3915.2978428197	-0.229185859507654	0.0470568256868641	-4.87040628351672	1.11369013985285e-06	0.000202997870241679
9465	ENSG00000204217.16	BMPR2	chr2	202376327	202567751	protein_coding	+	191424	2312.95754288975	0.207115777061884	0.0668624540371603	3.09763947561325	0.00195068579121057	0.0555564457176416
4694	ENSG00000138439.12	FAM117B	chr2	202634969	202769757	protein_coding	+	134788	1361.30800717608	-0.129254173614945	0.133057235974851	-0.971417846372336	0.331340245083827	0.753055401155295
6555	ENSG00000163596.17	ICA1L	chr2	202773150	202871766	protein_coding	-	98616	175.66956270617	-0.123677979618179	0.124141949482556	-0.996262585964613	0.319122577329862	0.745137282795235
4695	ENSG00000138442.11	WDR12	chr2	202874261	203014798	protein_coding	-	140537	1563.51182014806	-0.22957120054031	0.0627196820108052	-3.66027366817262	0.000251946014660196	0.0136069510584258
4682	ENSG00000138380.18	CARF	chr2	202912214	202988263	protein_coding	+	76049	291.330065042473	0.112664598814139	0.109248050745387	1.03127330918439	0.302412671145806	0.732629740531528
5235	ENSG00000144426.19	NBEAL1	chr2	203014608	203226378	protein_coding	+	211770	1773.15186278568	0.183283007554358	0.0652671826795203	2.80819548247283	0.00498199749377729	0.0992452014402465
3083	ENSG00000119004.17	CYP20A1	chr2	203238977	203306026	protein_coding	+	67049	1191.64485885037	0.0541772128856952	0.068681980191172	0.788812622101115	0.430221531166503	0.817073504489443
4696	ENSG00000138443.17	ABI2	chr2	203328280	203447728	protein_coding	+	119448	1860.05317317144	0.00901982417128724	0.134482433157025	0.0670706497461678	0.946525459374673	0.99237857522915
7728	ENSG00000173166.18	RAPH1	chr2	203394345	203535335	protein_coding	-	140990	119.228857158097	0.30364300875538	0.171390368065694	1.77164570087739	0.0764533884094882	NA
10163	ENSG00000233459.1	ENSG00000233459	chr2	203634577	203636016	processed_pseudogene	-	1439	23.551646525582	-0.591062247316786	0.407663349800025	-1.44987830671245	0.147092457741471	NA
2747	ENSG00000114933.16	INO80D	chr2	205993721	206086303	protein_coding	-	92582	2164.89158879463	0.122954231229893	0.0584969150885504	2.10189257063846	0.035562687499327	0.303804132593784
9957	ENSG00000227946.3	INO80D-AS1	chr2	206084605	206086863	lncRNA	+	2258	18.202961650071	0.494472273468735	0.45005935926253	1.09868234776626	0.271906644803149	NA
262	ENSG00000023228.14	NDUFS1	chr2	206114817	206159509	protein_coding	-	44692	1228.31284448737	0.0189283279361993	0.0980201869423119	0.19310642559108	0.846875620478444	0.96719457219742
2748	ENSG00000114942.14	EEF1B2	chr2	206159585	206162928	protein_coding	+	3343	161.04850031997	-0.21162479292248	0.129810609431624	-1.63025806479978	0.103046966542453	0.493260031665205
9463	ENSG00000204186.10	ZDBF2	chr2	206274663	206314427	protein_coding	+	39764	119.784880120226	0.0814076526019686	0.506102679663945	0.160852048157547	0.872209930423549	NA
3038	ENSG00000118246.14	FASTKD2	chr2	206765357	206796189	protein_coding	+	30832	1138.55310900019	-0.0647587489104422	0.0994744360111335	-0.651008957750655	0.515040704454389	0.863652662414202
10018	ENSG00000229321.2	ENSG00000229321	chr2	206798325	206926876	lncRNA	+	128551	16.5722645501567	0.209843692995287	0.410833474021327	0.510775548402353	0.609508232674609	NA
3040	ENSG00000118263.16	KLF7	chr2	207074137	207173856	protein_coding	-	99719	49.5712860421221	0.00883169678143122	0.35401920337913	0.0249469427000916	0.980097284010823	NA
10226	ENSG00000234902.6	ENSG00000234902	chr2	207186717	207236066	lncRNA	-	49349	19.8465153214244	0.0839789460742706	0.39120932267335	0.214664991877995	0.830028518695735	NA
9776	ENSG00000223725.6	ENSG00000223725	chr2	207239864	207529795	lncRNA	-	289931	354.10900181313	0.0896598084051016	0.191681667546624	0.467753695763801	0.639960737218296	0.916279674688773
3039	ENSG00000118260.15	CREB1	chr2	207529737	207605988	protein_coding	+	76251	2308.96076901558	0.0950298014890539	0.0605280708085779	1.57001206579983	0.116412304255019	0.518632196202177
5233	ENSG00000144401.14	METTL21A	chr2	207580631	207625928	protein_coding	-	45297	461.935651668053	-0.0431021741637592	0.138621865598554	-0.310933444573472	0.755851218696541	0.950274305323361
6501	ENSG00000163249.13	CCNYL1	chr2	207711540	207761839	protein_coding	+	50299	146.681001537723	0.0163364468103856	0.156003618575035	0.104718383840103	0.916599273972083	0.985114641941891
6502	ENSG00000163251.4	FZD5	chr2	207762598	207769906	protein_coding	-	7308	223.402488082219	-0.0892781516847413	0.18090203867315	-0.493516559235948	0.62164764230962	0.910817918639664
8146	ENSG00000178385.15	PLEKHM3	chr2	207821288	208025527	protein_coding	-	204239	682.890029136284	0.199192373864615	0.0822164379534447	2.42278039310591	0.0154022344486063	0.198756975866882
4690	ENSG00000138413.14	IDH1	chr2	208236229	208266074	protein_coding	-	29845	307.483744671024	0.142434082779393	0.256305770234714	0.555719376309623	0.57840270849888	0.896759483514156
2755	ENSG00000115020.17	PIKFYVE	chr2	208266255	208358746	protein_coding	+	92491	2621.88787856805	0.0615793017170775	0.0792272235123873	0.777249270983849	0.437011718091691	0.822258693317811
5234	ENSG00000144407.10	PTH2R	chr2	208359714	208854503	protein_coding	+	494789	7422.14720028445	0.254435483757028	0.0907661962368546	2.80319650162575	0.00505988302051952	0.0994751583672297
9184	ENSG00000197713.15	RPE	chr2	210002565	210022260	protein_coding	+	19695	1300.94305851711	-0.127687952989332	0.101977462757952	-1.25211933633224	0.210526382801935	0.655512569761157
5236	ENSG00000144445.17	KANSL1L	chr2	210021421	210171409	protein_coding	-	149988	690.953260504589	0.223410020250235	0.111588889667138	2.00208121898741	0.0452759970812717	0.341547105592341
11277	ENSG00000272807.1	ENSG00000272807	chr2	210028417	210029156	lncRNA	+	739	24.701268658849	-0.0905261656938988	0.335403836725363	-0.269901998074112	0.787235649964558	NA
10010	ENSG00000229127.2	KANSL1L-AS1	chr2	210030572	210064356	lncRNA	+	33784	263.804440457596	-0.357559749339302	0.146441274887856	-2.44165963191128	0.0146199232020006	0.191660066281513
2795	ENSG00000115365.13	LANCL1	chr2	210427131	210477652	protein_coding	-	50521	584.645844927414	0.098184893703016	0.0858770943691705	1.1433187676441	0.252906265610058	0.6966704865757
254	ENSG00000021826.18	CPS1	chr2	210477682	210679107	protein_coding	+	201425	198.11847558408	0.0478538625301621	0.220269877316211	0.217251051815246	0.828012701023481	0.963060112832977
11294	ENSG00000273118.1	ENSG00000273118	chr2	212581357	213021545	lncRNA	-	440188	75.0558806611448	0.196956485439914	0.261329902152206	0.753669916139947	0.451047450524303	NA
308	ENSG00000030419.17	IKZF2	chr2	212999691	213152427	protein_coding	-	152736	1070.96268930205	0.280515377357232	0.203969064386052	1.3752839343632	0.169043435267079	0.594546882070562
5237	ENSG00000144451.20	SPAG16	chr2	213284389	214410501	protein_coding	+	1126112	325.580158776331	0.280466148331867	0.341464589743644	0.821362322056376	0.411439918398251	0.806006274656434
9177	ENSG00000197585.10	ENSG00000197585	chr2	214241676	214684246	lncRNA	-	442570	29.3555246722127	-0.362064316990565	0.568806023112597	-0.636533901327717	0.524428491836728	NA
4681	ENSG00000138376.11	BARD1	chr2	214725646	214809683	protein_coding	-	84037	2869.9057304573	0.117905296622523	0.100553770209548	1.17255968002806	0.24097242631412	0.684696009452943
10016	ENSG00000229267.3	SNHG31	chr2	214810181	214963575	lncRNA	+	153394	117.992978949327	0.277002788611164	0.197621030184301	1.40168679594895	0.16100879529579	NA
11612	ENSG00000286836.1	ENSG00000286836	chr2	215178791	215310947	lncRNA	-	132156	11.3216368972709	0.537126802163042	0.469599530890078	1.14379756969725	0.252707597971684	NA
4679	ENSG00000138363.15	ATIC	chr2	215311956	215349773	protein_coding	+	37817	1596.30701824283	-0.129204102256047	0.113737839385266	-1.13598168344303	0.255964230160915	0.69975073194722
2798	ENSG00000115414.21	FN1	chr2	215360440	215436073	protein_coding	-	75633	350.886620117098	0.0159820448734052	0.569244893774288	0.0280758686607424	0.977601640504023	0.998392598105924
10256	ENSG00000235770.6	LINC00607	chr2	215611563	215848954	lncRNA	-	237391	19.6074258235514	0.0823356043140405	0.359770620551694	0.228855830939675	0.818980971290244	NA
3037	ENSG00000118242.17	MREG	chr2	215942584	216034096	protein_coding	-	91512	432.966618818216	0.133250407726975	0.0909958164024842	1.4643575165873	0.14309628945666	0.559092562372294
2803	ENSG00000115425.14	PECR	chr2	215996329	216082955	protein_coding	-	86626	116.899628151198	0.173389264431233	0.204454734615478	0.848056978271151	0.396406239467001	NA
949	ENSG00000079246.16	XRCC5	chr2	216107464	216206303	protein_coding	+	98839	8970.38322974517	-0.015196936162779	0.0528716949406771	-0.287430470686256	0.773782732832436	0.952703884812511
4680	ENSG00000138375.14	SMARCAL1	chr2	216412383	216483053	protein_coding	+	70670	888.374272363558	0.0193461529956517	0.0994078310841539	0.194613973412962	0.845695163020587	0.966918923276175
10125	ENSG00000232485.4	RPL37A-DT	chr2	216479030	216498770	lncRNA	-	19740	19.6265195492778	0.123141764638141	0.355290249042988	0.34659483329429	0.728895728023028	NA
9191	ENSG00000197756.10	RPL37A	chr2	216498825	216579180	protein_coding	+	80355	1473.95695888241	-0.0782591172329038	0.0826168835024281	-0.947253320571016	0.343509710862041	0.763885300138633
10156	ENSG00000233143.4	DIRC3-AS1	chr2	216694404	217336120	lncRNA	+	641716	35.944012432102	0.0741388569254259	0.25962027763186	0.285566511220492	0.775210155934309	NA
6526	ENSG00000163466.16	ARPC2	chr2	218217141	218254356	protein_coding	+	37215	874.802796212075	0.00123400874121461	0.126541833787775	0.00975178487838399	0.992219324725675	0.999492505987154
3707	ENSG00000127837.10	AAMP	chr2	218264129	218270178	protein_coding	-	6049	166.281064275757	0.0198437413764929	0.155304638143176	0.127773011892915	0.898328608360421	0.981899068785702
3708	ENSG00000127838.15	PNKD	chr2	218269651	218346793	protein_coding	+	77142	185.534447476207	-0.352353210673901	0.130842399040303	-2.69295895870395	0.00708209862616224	0.123530098285524
4400	ENSG00000135926.15	TMBIM1	chr2	218274197	218292586	protein_coding	-	18389	574.87875425271	0.0678828659419668	0.126609939487393	0.536157478763555	0.591849718051927	0.902384228534904
5249	ENSG00000144579.9	CTDSP1	chr2	218397136	218405941	protein_coding	+	8805	188.682891695493	0.208173216675725	0.12523830513812	1.66221681494444	0.0964693097146124	0.482412714080411
4398	ENSG00000135913.11	USP37	chr2	218450251	218568351	protein_coding	-	118100	2701.08975252256	0.0669428478736987	0.0681842772312886	0.981793026075808	0.326201824577809	0.750056460713212
5250	ENSG00000144580.15	CNOT9	chr2	218568580	218597080	protein_coding	+	28500	1278.17223183506	-0.0371703938179894	0.0692492833887629	-0.536762143938966	0.591431923859914	0.902384228534904
2820	ENSG00000115568.16	ZNF142	chr2	218633329	218659655	protein_coding	-	26326	429.359107868243	-0.213175333793382	0.084775729915408	-2.51457975066797	0.0119174345575783	0.171047516916186
